protocol,split,experiment,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,selected:minus_dense,relevance_grade,1,has_context,False,78,63,15,0.038461538461538464,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.047008547008547015,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.03618616290324278,0.043589743589743594,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.0359051659795396,0.02948717948717949,0.04417989417989418,0.07936507936507936,0.046957671957671955,0.03820018479236238,0.027564102564102563,0.06322751322751323,0.1111111111111111,0.04877321298889926,0.042608415891427394
temporal,validation,selected:minus_dense,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.032786885245901634,0.02,0.02,0.006666666666666666,0.01,0.029508196721311476,0.04666666666666666,0.06,0.015666666666666666,0.025274441371526762,0.02950819672131148,0.04666666666666666,0.06,0.015666666666666666,0.025274441371526762,0.02950819672131148,0.06455555555555556,0.14,0.020497076023391812,0.029257238723740548
temporal,validation,selected:minus_dense,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.02158273381294964,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.040767386091127095,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024599365158445092,0.03741007194244605,0.042330383480825955,0.061946902654867256,0.032005899705014745,0.031201305533516223,0.02949640287769784,0.045280235988200586,0.07079646017699115,0.033112094395280234,0.03248082929641742,0.02841726618705036,0.06381514257620452,0.12389380530973451,0.03626164795991366,0.036700815374751804
temporal,validation,selected:minus_entities,relevance_grade,1,query_language,EN,59,47,12,0.05084745762711865,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.023728813559322035,0.026595744680851064,0.0425531914893617,0.02553191489361702,0.0237902434564128,0.02203389830508475,0.026595744680851064,0.0425531914893617,0.02553191489361702,0.0237902434564128,0.02203389830508475,0.06403242147922998,0.14893617021276595,0.03261754886894865,0.03481126334894823
temporal,validation,selected:minus_entities,relevance_grade,1,query_language,ID,29,28,1,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.04285714285714286,0.07142857142857142,0.023809523809523808,0.020650468607278313,0.034482758620689655,0.04285714285714286,0.07142857142857142,0.023809523809523808,0.02033375225311265,0.031034482758620686,0.07857142857142858,0.10714285714285714,0.02976190476190476,0.033055437506970584,0.039655172413793106,0.10238095238095238,0.17857142857142858,0.03555967841682127,0.041985952701172134
temporal,validation,selected:minus_entities,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.01568627450980392,0.0,0.0,0.0,0.0,0.025490196078431372,0.0043859649122807015,0.02631578947368421,0.0043859649122807015,0.003336737543435016,0.021568627450980395,0.011695906432748537,0.07894736842105263,0.007795297961502946,0.006058967408030514
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.038461538461538464,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02307692307692308,0.0,0.0,0.0,0.0,0.02307692307692308,0.0,0.0,0.0,0.0,0.021153846153846155,0.015873015873015872,0.047619047619047616,0.004329004329004329,0.0014141696404831635
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.05,0.08333333333333333,0.3333333333333333,0.023809523809523808,0.04395286806424437
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.025,0.034188034188034185,0.15384615384615385,0.009543088490456911,0.022510556008209556
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.011173303000541823,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.042857142857142864,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1,0.1,0.03333333333333333,0.05,0.03636363636363637,0.1,0.1,0.03333333333333333,0.05,0.02727272727272728,0.1,0.1,0.03333333333333333,0.05,0.031818181818181815,0.11428571428571428,0.2,0.03888888888888888,0.05462041161524489
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,0.02916666666666667,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.025,0.1,0.02,0.011814144245140152,0.025000000000000005,0.025,0.1,0.02,0.011814144245140152,0.020833333333333332,0.041666666666666664,0.2,0.027692307692307693,0.014930581218680322
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.038461538461538464,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02307692307692308,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02692307692307692,0.10526315789473684,0.10526315789473684,0.06140350877192983,0.07137932563726432,0.02115384615384616,0.10526315789473684,0.10526315789473684,0.06140350877192983,0.07137932563726432
temporal,validation,selected:minus_entities,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.05555555555555555,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.03888888888888889,0.01111111111111111,0.06666666666666667,0.01111111111111111,0.008453068443368707,0.03611111111111112,0.10222222222222221,0.26666666666666666,0.0248471557682084,0.031114749416967607
temporal,validation,selected:minus_entities,relevance_grade,1,has_context,False,78,63,15,0.038461538461538464,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.038461538461538464,0.03492063492063492,0.047619047619047616,0.026455026455026454,0.025051001920695124,0.02820512820512821,0.03888888888888889,0.06349206349206349,0.02962962962962963,0.026785500087913583,0.028205128205128212,0.041534391534391535,0.07936507936507936,0.032275132275132276,0.028798135431572797,0.02628205128205128,0.05306122448979592,0.14285714285714285,0.0365038180514371,0.032541230050646304
temporal,validation,selected:minus_entities,relevance_grade,1,has_context,True,61,50,11,0.01639344262295082,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.02131147540983607,0.02,0.02,0.003333333333333333,0.007124143742160444,0.024590163934426233,0.059555555555555556,0.12,0.010503531556163135,0.019837586426956585
temporal,validation,selected:minus_entities,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.02877697841726619,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.008849557522123894,0.02877697841726619,0.01946902654867257,0.02654867256637168,0.014749262536873154,0.01396648779649374,0.02302158273381295,0.021681415929203543,0.035398230088495575,0.016519174041297935,0.01493350889857129,0.025179856115107913,0.03200589970501475,0.05309734513274336,0.01946902654867257,0.019207873622098304,0.025539568345323744,0.05593482230650372,0.13274336283185842,0.0249992665048557,0.026920148801226073
temporal,validation,selected:minus_context,relevance_grade,1,query_language,EN,59,47,12,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.03954802259887005,0.047872340425531915,0.06382978723404255,0.03900709219858156,0.03620244982767026,0.03389830508474577,0.047872340425531915,0.06382978723404255,0.03900709219858156,0.03601447646008172,0.023728813559322035,0.05053191489361702,0.0851063829787234,0.041371158392434985,0.037187956437570974,0.024576271186440683,0.07606382978723404,0.1276595744680851,0.044119385342789606,0.04324978889749402
temporal,validation,selected:minus_context,relevance_grade,1,query_language,ID,29,28,1,0.034482758620689655,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.034482758620689655,0.04285714285714286,0.07142857142857142,0.047619047619047616,0.03850761146442117,0.041379310344827586,0.04285714285714286,0.07142857142857142,0.047619047619047616,0.03819089511025551,0.051724137931034496,0.07857142857142858,0.10714285714285714,0.052721088435374146,0.050095657015017406,0.03793103448275863,0.1142857142857143,0.14285714285714285,0.055967841682127394,0.06005790507398634
temporal,validation,selected:minus_context,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0130718954248366,0.0,0.0,0.0,0.0,0.023529411764705885,0.013157894736842105,0.02631578947368421,0.005263157894736842,0.002803782425830284,0.03725490196078432,0.021929824561403508,0.05263157894736842,0.008552631578947369,0.006608682036562788,0.025490196078431372,0.021929824561403508,0.05263157894736842,0.008552631578947369,0.006608682036562788
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.038461538461538464,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.03076923076923077,0.023809523809523808,0.047619047619047616,0.009523809523809525,0.005073511056264323,0.03461538461538462,0.02976190476190476,0.09523809523809523,0.014814814814814815,0.007699871005883127,0.030769230769230774,0.02976190476190476,0.09523809523809523,0.014814814814814815,0.007699871005883127
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.043750000000000004,0.0,0.0,0.0,0.0,0.034375,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.011173303000541823,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.09090909090909091,0.1,0.1,0.1,0.1,0.0303030303030303,0.1,0.1,0.1,0.1,0.03636363636363637,0.1,0.1,0.1,0.1,0.05454545454545454,0.2,0.2,0.11428571428571428,0.13333333333333336,0.03181818181818182,0.2,0.2,0.11428571428571428,0.13333333333333336
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.025,0.1,0.05,0.020151514190050242,0.03333333333333333,0.025,0.1,0.05,0.01926803936238408,0.025000000000000005,0.025,0.1,0.05,0.01926803936238408,0.016666666666666666,0.025,0.1,0.05,0.01926803936238408
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.038461538461538464,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02692307692307692,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02115384615384616,0.15789473684210525,0.15789473684210525,0.060705741626794256,0.08018913093522927
temporal,validation,selected:minus_context,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.055555555555555566,0.08888888888888888,0.13333333333333333,0.030555555555555555,0.04297241234718901,0.041666666666666664,0.10222222222222221,0.2,0.035,0.04565611791373281
temporal,validation,selected:minus_context,relevance_grade,1,has_context,False,78,63,15,0.038461538461538464,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.038461538461538464,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.03618616290324278,0.0358974358974359,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.0359051659795396,0.03333333333333333,0.06005291005291005,0.09523809523809523,0.049225245653817085,0.04349119008336767,0.02628205128205128,0.06322751322751323,0.1111111111111111,0.05028344671201815,0.044130167599211435
temporal,validation,selected:minus_context,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.02,0.02,0.006666666666666666,0.01,0.02622950819672131,0.03,0.04,0.010666666666666666,0.012130874643631016,0.03606557377049181,0.0325,0.06,0.012888888888888887,0.013233945822470915,0.02950819672131148,0.0725,0.1,0.015957070707070708,0.023705815577858034
temporal,validation,selected:minus_context,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.02158273381294964,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.028776978417266185,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024599365158445092,0.031654676258992806,0.034955752212389384,0.05309734513274336,0.029793510324483772,0.025385568043296867,0.034532374100719423,0.04786135693215339,0.07964601769911504,0.0331472116870347,0.030103028905979726,0.02769784172661871,0.06733038348082596,0.10619469026548672,0.03509478476292636,0.03509284369595772
temporal,validation,selected:minus_intent,relevance_grade,1,query_language,EN,59,47,12,0.0,0.0,0.0,0.0,0.0,0.028248587570621465,0.026595744680851064,0.0425531914893617,0.014184397163120567,0.014036105779146798,0.04067796610169492,0.047872340425531915,0.06382978723404255,0.019503546099290777,0.023050471432603893,0.03559322033898306,0.0726950354609929,0.10638297872340426,0.024290780141843972,0.03138911171972128,0.028813559322033905,0.07960992907801419,0.14893617021276595,0.026684397163120568,0.03321438005622421
temporal,validation,selected:minus_intent,relevance_grade,1,query_language,ID,29,28,1,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.022533205484694906,0.041379310344827586,0.04285714285714286,0.07142857142857142,0.024999999999999998,0.02444937207920362,0.051724137931034496,0.12142857142857143,0.17857142857142858,0.03966836734693877,0.05080657710299798,0.03448275862068966,0.1392857142857143,0.21428571428571427,0.042644557823129245,0.05672428302318474
temporal,validation,selected:minus_intent,relevance_grade,1,query_language,MIXED,51,38,13,0.0196078431372549,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03137254901960784,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00488507891186857,0.027450980392156866,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00483177205768705,0.03235294117647059,0.021929824561403508,0.05263157894736842,0.014035087719298246,0.007363202719900996
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03076923076923077,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03461538461538462,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.02884615384615385,0.02976190476190476,0.09523809523809523,0.01825396825396825,0.007219526929996377
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0625,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.043750000000000004,0.0,0.0,0.0,0.0,0.040625,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.028571428571428574,0.0076646663780348566,0.028571428571428574,0.05714285714285715,0.2857142857142857,0.04897959183673469,0.020408027884774832,0.03571428571428571,0.1285714285714286,0.42857142857142855,0.060884353741496595,0.0440788515655219
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1,0.1,0.05,0.06309297535714574,0.03636363636363637,0.1,0.1,0.05,0.06309297535714574,0.045454545454545456,0.2,0.2,0.06428571428571428,0.09642630869047908,0.02727272727272727,0.2,0.2,0.06428571428571428,0.09642630869047908
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.02916666666666667,0.0,0.0,0.0,0.0
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.025,0.1,0.03333333333333333,0.015969697161989947,0.03333333333333333,0.025,0.1,0.03333333333333333,0.01526955992589897,0.016666666666666666,0.025,0.1,0.03333333333333333,0.01526955992589897,0.016666666666666666,0.025,0.1,0.03333333333333333,0.01526955992589897
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03461538461538462,0.15789473684210525,0.15789473684210525,0.029385964912280703,0.058133142268611396,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.029385964912280703,0.058133142268611396
temporal,validation,selected:minus_intent,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.07777777777777778,0.13333333333333333,0.030000000000000002,0.031906918702420364,0.05555555555555555,0.08888888888888888,0.2,0.03833333333333333,0.038628625816935824,0.04444444444444445,0.11333333333333333,0.26666666666666666,0.042499999999999996,0.049833804992798277
temporal,validation,selected:minus_intent,relevance_grade,1,has_context,False,78,63,15,0.0,0.0,0.0,0.0,0.0,0.034188034188034185,0.03571428571428571,0.047619047619047616,0.018518518518518517,0.020486138495100902,0.04102564102564103,0.041534391534391535,0.07936507936507936,0.02486772486772487,0.021987384760946086,0.03846153846153847,0.06322751322751323,0.12698412698412698,0.0313869992441421,0.030294725564092833,0.03141025641025641,0.07380952380952381,0.14285714285714285,0.03270975056689343,0.034451711769320756
temporal,validation,selected:minus_intent,relevance_grade,1,has_context,True,61,50,11,0.01639344262295082,0.0,0.0,0.0,0.0,0.02185792349726776,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.03278688524590164,0.03,0.04,0.011666666666666665,0.01136764668522973,0.03278688524590165,0.07,0.08,0.016166666666666666,0.02345824074730206,0.03114754098360656,0.0765,0.12,0.018416666666666668,0.02517399298361481
temporal,validation,selected:minus_intent,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.007194244604316547,0.0,0.0,0.0,0.0,0.02877697841726619,0.024336283185840708,0.035398230088495575,0.013274336283185839,0.01264011063167655,0.03741007194244605,0.0364306784660767,0.061946902654867256,0.01902654867256637,0.017288385612399027,0.03597122302158274,0.06622418879056047,0.10619469026548672,0.024652338811630845,0.027269732282327007,0.03129496402877698,0.075,0.13274336283185842,0.02638537715971344,0.030346526465911048
temporal,test,R-B0,relevance_grade,1,query_language,EN,70,52,18,0.014285714285714285,0.0038461538461538464,0.019230769230769232,0.019230769230769232,0.008241758241758242,0.028571428571428567,0.01346153846153846,0.038461538461538464,0.02564102564102564,0.014371565107651883,0.02857142857142857,0.016666666666666666,0.057692307692307696,0.030448717948717948,0.014076364908391072,0.025714285714285717,0.016666666666666666,0.057692307692307696,0.030448717948717948,0.01406678238999948,0.029285714285714283,0.05512820512820513,0.09615384615384616,0.033104395604395605,0.023796744405572855
temporal,test,R-B0,relevance_grade,1,query_language,ID,25,20,5,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.04,0.008333333333333333,0.05,0.00625,0.0020846084753870587,0.028000000000000004,0.018333333333333333,0.1,0.010416666666666666,0.0030684347961850863
temporal,test,R-B0,relevance_grade,1,query_language,MIXED,44,38,6,0.022727272727272728,0.0,0.0,0.0,0.0,0.04545454545454545,0.0,0.0,0.0,0.0,0.03636363636363637,0.003289473684210526,0.02631578947368421,0.005263157894736842,0.004882524929721339,0.02727272727272728,0.01937134502923977,0.07894736842105263,0.013408521303258144,0.009213652428806646,0.02727272727272728,0.051535087719298246,0.10526315789473684,0.015053258145363407,0.017125650218022398
temporal,test,R-B0,relevance_grade,1,query_intent,Comparative Treatment Choice,5,5,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
temporal,test,R-B0,relevance_grade,1,query_intent,Dosing / Administration,29,22,7,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.041379310344827586,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.008433452151336859,0.031034482758620686,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.007890154093655838,0.032758620689655175,0.05113636363636364,0.09090909090909091,0.011931818181818182,0.01901063328084793
temporal,test,R-B0,relevance_grade,1,query_intent,Efficacy / Outcomes,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0
temporal,test,R-B0,relevance_grade,1,query_intent,Guideline / Evidence Lookup,17,12,5,0.058823529411764705,0.0,0.0,0.0,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.020588235294117647,0.0,0.0,0.0,0.0
temporal,test,R-B0,relevance_grade,1,query_intent,Interaction / Combination,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.018518518518518517,0.16666666666666666,0.027777777777777776,0.010680790777347543,0.03333333333333333,0.2222222222222222,0.3333333333333333,0.03968253968253968,0.06267469055764555
temporal,test,R-B0,relevance_grade,1,query_intent,Management / Treatment Selection,17,13,4,0.11764705882352941,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.03296703296703297,0.0784313725490196,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.022204744557032256,0.058823529411764705,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02102394375998901,0.041176470588235294,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02098561368642265,0.032352941176470584,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02098561368642265
temporal,test,R-B0,relevance_grade,1,query_intent,Mechanism / Background Knowledge,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0
temporal,test,R-B0,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.015873015873015872,0.012494517507793202,0.01666666666666667,0.16666666666666666,0.2222222222222222,0.023280423280423276,0.04027229528557098
temporal,test,R-B0,relevance_grade,1,query_intent,Prophylaxis / Maintenance,8,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0
