slice_family,slice_name,split,system,system_label,global_queries,queries,eligible_queries,no_positive_queries,support_flag,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10
entity_composition,Multiple molecules,validation,hybrid,Hybrid without intent,39,13,13,0,sparse,0.038461538461538464,0.04358974358974359,0.23076923076923078,0.041758241758241756,0.014519827476726022
entity_composition,Multiple molecules,validation,hybrid_intent,Hybrid + predicted intent,39,13,13,0,sparse,0.04615384615384615,0.041025641025641026,0.15384615384615385,0.035256410256410256,0.016456249868845328
entity_composition,Multiple molecules,test,bm25,BM25,39,10,9,1,sparse,0.030000000000000006,0.05555555555555555,0.1111111111111111,0.037037037037037035,0.05096218959516428
entity_composition,Multiple molecules,test,bm25_structured,BM25 + structure,39,10,9,1,sparse,0.02,0.05555555555555555,0.1111111111111111,0.037037037037037035,0.05096218959516428
entity_composition,Multiple molecules,test,hybrid,Hybrid without intent,39,10,9,1,sparse,0.030000000000000006,0.05555555555555555,0.1111111111111111,0.037037037037037035,0.05096218959516428
entity_composition,Multiple molecules,test,hybrid_intent,Hybrid + predicted intent,39,10,9,1,sparse,0.01,0.05555555555555555,0.1111111111111111,0.01851851851851851,0.03630619640911837
entity_composition,Single molecule,validation,bm25,BM25,461,126,100,26,adequate,0.0365079365079365,0.05875,0.08,0.017023809523809524,0.022775750101970485
entity_composition,Single molecule,validation,bm25_structured,BM25 + structure,461,126,100,26,adequate,0.033333333333333326,0.0675,0.08,0.02253968253968254,0.02917047574162641
entity_composition,Single molecule,validation,hybrid,Hybrid without intent,461,126,100,26,adequate,0.035714285714285705,0.06916666666666665,0.09,0.02242857142857143,0.02892721990705513
entity_composition,Single molecule,validation,hybrid_intent,Hybrid + predicted intent,461,126,100,26,adequate,0.028571428571428574,0.0525,0.06,0.03101190476190476,0.03341478603742903
entity_composition,Single molecule,test,bm25,BM25,461,129,101,28,adequate,0.028682170542635665,0.012568756875687568,0.0594059405940594,0.018658651579443655,0.0065804350467909695
entity_composition,Single molecule,test,bm25_structured,BM25 + structure,461,129,101,28,adequate,0.034108527131782945,0.0294004400440044,0.07920792079207921,0.022717271727172715,0.011543459767600848
entity_composition,Single molecule,test,hybrid,Hybrid without intent,461,129,101,28,adequate,0.03178294573643411,0.01751925192519252,0.0594059405940594,0.01947194719471947,0.007491805512952507
entity_composition,Single molecule,test,hybrid_intent,Hybrid + predicted intent,461,129,101,28,adequate,0.03333333333333333,0.04238173817381738,0.09900990099009901,0.028477133427628476,0.01692742358680602
contextual_complexity,No extra contextual slot,validation,bm25,BM25,258,78,63,15,adequate,0.041025641025641026,0.0705026455026455,0.14285714285714285,0.028143109095490046,0.027282053744157295
contextual_complexity,No extra contextual slot,validation,bm25_structured,BM25 + structure,258,78,63,15,adequate,0.038461538461538464,0.0705026455026455,0.14285714285714285,0.03484504913076341,0.03256681504230754
contextual_complexity,No extra contextual slot,validation,hybrid,Hybrid without intent,258,78,63,15,adequate,0.03846153846153847,0.06322751322751322,0.12698412698412698,0.0313869992441421,0.03029472556409283
contextual_complexity,No extra contextual slot,validation,hybrid_intent,Hybrid + predicted intent,258,78,63,15,adequate,0.03461538461538461,0.06005291005291005,0.09523809523809523,0.049225245653817085,0.04349119008336767
contextual_complexity,No extra contextual slot,test,bm25,BM25,258,71,57,14,adequate,0.03098591549295775,0.026900584795321637,0.08771929824561403,0.03247702589807853,0.015537114234348294
contextual_complexity,No extra contextual slot,test,bm25_structured,BM25 + structure,258,71,57,14,adequate,0.03380281690140845,0.0391812865497076,0.10526315789473684,0.03625730994152046,0.01942232223866816
contextual_complexity,No extra contextual slot,test,hybrid,Hybrid without intent,258,71,57,14,adequate,0.035211267605633804,0.035672514619883036,0.08771929824561403,0.03333333333333333,0.01786928575040732
contextual_complexity,No extra contextual slot,test,hybrid_intent,Hybrid + predicted intent,258,71,57,14,adequate,0.03380281690140845,0.060233918128654966,0.14035087719298245,0.039348370927318285,0.02436936434666856
contextual_complexity,Demographic constraint,validation,bm25,BM25,60,18,14,4,sparse,0.027777777777777776,0.03571428571428571,0.07142857142857142,0.0071428571428571435,0.0056865566109687285
contextual_complexity,Demographic constraint,validation,bm25_structured,BM25 + structure,60,18,14,4,sparse,0.03333333333333334,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.009836126870578093
contextual_complexity,Demographic constraint,validation,hybrid,Hybrid without intent,60,18,14,4,sparse,0.03333333333333333,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.009836126870578093
contextual_complexity,Demographic constraint,validation,hybrid_intent,Hybrid + predicted intent,60,18,14,4,sparse,0.03888888888888889,0.0,0.0,0.0,0.0
contextual_complexity,Demographic constraint,test,bm25,BM25,60,17,12,5,sparse,0.023529411764705882,0.0,0.0,0.0,0.0
contextual_complexity,Demographic constraint,test,bm25_structured,BM25 + structure,60,17,12,5,sparse,0.029411764705882353,0.08333333333333333,0.08333333333333333,0.009259259259259259,0.025085832971998432
contextual_complexity,Demographic constraint,test,hybrid,Hybrid without intent,60,17,12,5,sparse,0.023529411764705882,0.0,0.0,0.0,0.0
contextual_complexity,Demographic constraint,test,hybrid_intent,Hybrid + predicted intent,60,17,12,5,sparse,0.03529411764705883,0.08333333333333333,0.08333333333333333,0.008333333333333333,0.024088735526490653
contextual_complexity,Year constraint,validation,bm25,BM25,52,16,13,3,sparse,0.05625,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,validation,bm25_structured,BM25 + structure,52,16,13,3,sparse,0.037500000000000006,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,validation,hybrid,Hybrid without intent,52,16,13,3,sparse,0.043750000000000004,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,validation,hybrid_intent,Hybrid + predicted intent,52,16,13,3,sparse,0.0125,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,test,bm25,BM25,52,15,10,5,sparse,0.02666666666666667,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,test,bm25_structured,BM25 + structure,52,15,10,5,sparse,0.03333333333333333,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,test,hybrid,Hybrid without intent,52,15,10,5,sparse,0.03333333333333333,0.0,0.0,0.0,0.0
contextual_complexity,Year constraint,test,hybrid_intent,Hybrid + predicted intent,52,15,10,5,sparse,0.03333333333333333,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,validation,bm25,BM25,22,2,1,1,very_sparse,0.0,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,validation,bm25_structured,BM25 + structure,22,2,1,1,very_sparse,0.0,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,validation,hybrid,Hybrid without intent,22,2,1,1,very_sparse,0.0,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,validation,hybrid_intent,Hybrid + predicted intent,22,2,1,1,very_sparse,0.0,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,test,bm25,BM25,22,4,3,1,very_sparse,0.05,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,test,bm25_structured,BM25 + structure,22,4,3,1,very_sparse,0.05,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,test,hybrid,Hybrid without intent,22,4,3,1,very_sparse,0.025,0.0,0.0,0.0,0.0
contextual_complexity,Renal/lab constraint,test,hybrid_intent,Hybrid + predicted intent,22,4,3,1,very_sparse,0.0,0.0,0.0,0.0,0.0
contextual_complexity,Multiple constraints,validation,bm25,BM25,63,16,11,5,sparse,0.025,0.045454545454545456,0.09090909090909091,0.009090909090909092,0.007237435686687472
contextual_complexity,Multiple constraints,validation,bm25_structured,BM25 + structure,63,16,11,5,sparse,0.03125,0.045454545454545456,0.09090909090909091,0.0303030303030303,0.012518706926190299
contextual_complexity,Multiple constraints,validation,hybrid,Hybrid without intent,63,16,11,5,sparse,0.03125,0.045454545454545456,0.09090909090909091,0.0303030303030303,0.012518706926190299
contextual_complexity,Multiple constraints,validation,hybrid_intent,Hybrid + predicted intent,63,16,11,5,sparse,0.03125,0.0,0.0,0.0,0.0
contextual_complexity,Multiple constraints,test,bm25,BM25,63,18,12,6,sparse,0.027777777777777776,0.0,0.0,0.0,0.0
contextual_complexity,Multiple constraints,test,bm25_structured,BM25 + structure,63,18,12,6,sparse,0.03333333333333334,0.08333333333333333,0.08333333333333333,0.009259259259259259,0.025085832971998432
contextual_complexity,Multiple constraints,test,hybrid,Hybrid without intent,63,18,12,6,sparse,0.022222222222222223,0.0,0.0,0.0,0.0
contextual_complexity,Multiple constraints,test,hybrid_intent,Hybrid + predicted intent,63,18,12,6,sparse,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.008333333333333333,0.024088735526490653
context_constraint_count,No constraints,validation,bm25,BM25,258,78,63,15,adequate,0.041025641025641026,0.0705026455026455,0.14285714285714285,0.028143109095490046,0.027282053744157295
context_constraint_count,No constraints,validation,bm25_structured,BM25 + structure,258,78,63,15,adequate,0.038461538461538464,0.0705026455026455,0.14285714285714285,0.03484504913076341,0.03256681504230754
context_constraint_count,No constraints,validation,hybrid,Hybrid without intent,258,78,63,15,adequate,0.03846153846153847,0.06322751322751322,0.12698412698412698,0.0313869992441421,0.03029472556409283
context_constraint_count,No constraints,validation,hybrid_intent,Hybrid + predicted intent,258,78,63,15,adequate,0.03461538461538461,0.06005291005291005,0.09523809523809523,0.049225245653817085,0.04349119008336767
context_constraint_count,No constraints,test,bm25,BM25,258,71,57,14,adequate,0.03098591549295775,0.026900584795321637,0.08771929824561403,0.03247702589807853,0.015537114234348294
context_constraint_count,No constraints,test,bm25_structured,BM25 + structure,258,71,57,14,adequate,0.03380281690140845,0.0391812865497076,0.10526315789473684,0.03625730994152046,0.01942232223866816
context_constraint_count,No constraints,test,hybrid,Hybrid without intent,258,71,57,14,adequate,0.035211267605633804,0.035672514619883036,0.08771929824561403,0.03333333333333333,0.01786928575040732
context_constraint_count,No constraints,test,hybrid_intent,Hybrid + predicted intent,258,71,57,14,adequate,0.03380281690140845,0.060233918128654966,0.14035087719298245,0.039348370927318285,0.02436936434666856
context_constraint_count,One constraint,validation,bm25,BM25,179,45,39,6,adequate,0.037777777777777785,0.05448717948717949,0.07692307692307693,0.020085470085470084,0.02341423355193381
context_constraint_count,One constraint,validation,bm25_structured,BM25 + structure,179,45,39,6,adequate,0.03333333333333334,0.07692307692307693,0.07692307692307693,0.01566951566951567,0.02980469517463506
context_constraint_count,One constraint,validation,hybrid,Hybrid without intent,179,45,39,6,adequate,0.03333333333333334,0.07692307692307693,0.07692307692307693,0.01217948717948718,0.02654375028658999
context_constraint_count,One constraint,validation,hybrid_intent,Hybrid + predicted intent,179,45,39,6,adequate,0.022222222222222223,0.05128205128205128,0.05128205128205128,0.011752136752136752,0.020909355815018682
context_constraint_count,One constraint,test,bm25,BM25,179,50,41,9,adequate,0.026000000000000006,0.005758807588075881,0.04878048780487805,0.008943089430894308,0.0057967837737686245
context_constraint_count,One constraint,test,bm25_structured,BM25 + structure,179,50,41,9,adequate,0.032,0.005758807588075881,0.04878048780487805,0.010975609756097562,0.005279189746734092
context_constraint_count,One constraint,test,hybrid,Hybrid without intent,179,50,41,9,adequate,0.03,0.005758807588075881,0.04878048780487805,0.00975609756097561,0.004799579887596687
context_constraint_count,One constraint,test,hybrid_intent,Hybrid + predicted intent,179,50,41,9,adequate,0.03,0.008468834688346883,0.04878048780487805,0.017073170731707315,0.008739194045645802
context_constraint_count,Multiple constraints,validation,bm25,BM25,63,16,11,5,sparse,0.025,0.045454545454545456,0.09090909090909091,0.009090909090909092,0.007237435686687472
context_constraint_count,Multiple constraints,validation,bm25_structured,BM25 + structure,63,16,11,5,sparse,0.03125,0.045454545454545456,0.09090909090909091,0.0303030303030303,0.012518706926190299
context_constraint_count,Multiple constraints,validation,hybrid,Hybrid without intent,63,16,11,5,sparse,0.03125,0.045454545454545456,0.09090909090909091,0.0303030303030303,0.012518706926190299
context_constraint_count,Multiple constraints,validation,hybrid_intent,Hybrid + predicted intent,63,16,11,5,sparse,0.03125,0.0,0.0,0.0,0.0
context_constraint_count,Multiple constraints,test,bm25,BM25,63,18,12,6,sparse,0.027777777777777776,0.0,0.0,0.0,0.0
context_constraint_count,Multiple constraints,test,bm25_structured,BM25 + structure,63,18,12,6,sparse,0.03333333333333334,0.08333333333333333,0.08333333333333333,0.009259259259259259,0.025085832971998432
context_constraint_count,Multiple constraints,test,hybrid,Hybrid without intent,63,18,12,6,sparse,0.022222222222222223,0.0,0.0,0.0,0.0
context_constraint_count,Multiple constraints,test,hybrid_intent,Hybrid + predicted intent,63,18,12,6,sparse,0.027777777777777776,0.08333333333333333,0.08333333333333333,0.008333333333333333,0.024088735526490653
intent_top_level,Evidence / Guideline Lookup,validation,bm25,BM25,59,16,13,3,sparse,0.05625,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,validation,bm25_structured,BM25 + structure,59,16,13,3,sparse,0.037500000000000006,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,validation,hybrid,Hybrid without intent,59,16,13,3,sparse,0.043750000000000004,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,validation,hybrid_intent,Hybrid + predicted intent,59,16,13,3,sparse,0.0125,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,test,bm25,BM25,59,17,12,5,sparse,0.023529411764705882,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,test,bm25_structured,BM25 + structure,59,17,12,5,sparse,0.029411764705882353,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,test,hybrid,Hybrid without intent,59,17,12,5,sparse,0.029411764705882353,0.0,0.0,0.0,0.0
intent_top_level,Evidence / Guideline Lookup,test,hybrid_intent,Hybrid + predicted intent,59,17,12,5,sparse,0.029411764705882353,0.0,0.0,0.0,0.0
intent_top_level,Management / Treatment,validation,bm25,BM25,135,41,35,6,adequate,0.041463414634146344,0.10119047619047619,0.17142857142857143,0.03229024943310657,0.03566604191947234
intent_top_level,Management / Treatment,validation,bm25_structured,BM25 + structure,135,41,35,6,adequate,0.041463414634146344,0.10119047619047619,0.17142857142857143,0.04482993197278911,0.04630928385376605
intent_top_level,Management / Treatment,validation,hybrid,Hybrid without intent,135,41,35,6,adequate,0.041463414634146344,0.10238095238095238,0.17142857142857143,0.04431972789115646,0.0484682306690805
intent_top_level,Management / Treatment,validation,hybrid_intent,Hybrid + predicted intent,135,41,35,6,adequate,0.04634146341463415,0.10238095238095238,0.14285714285714285,0.06003401360544218,0.0620171403475717
intent_top_level,Management / Treatment,test,bm25,BM25,135,41,33,8,adequate,0.029268292682926828,0.026262626262626265,0.09090909090909091,0.047979797979797977,0.022165838917574936
intent_top_level,Management / Treatment,test,bm25_structured,BM25 + structure,135,41,33,8,adequate,0.03658536585365854,0.03232323232323232,0.12121212121212122,0.05151515151515151,0.021204191124488393
intent_top_level,Management / Treatment,test,hybrid,Hybrid without intent,135,41,33,8,adequate,0.036585365853658534,0.026262626262626265,0.09090909090909091,0.04646464646464646,0.018521673553856036
