protocol,split,experiment,scheme,threshold,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,hybrid,relevance_grade,1,139,113,26,0.02158273381294964,0.0,0.0,0.0,0.0,0.033573141486810544,0.01327433628318584,0.017699115044247787,0.0058997050147492625,0.005643413948567198,0.03597122302158273,0.033343868520859674,0.05309734513274336,0.013421828908554572,0.014389601968513408,0.035251798561151085,0.06822587442056469,0.12389380530973451,0.023507515100435455,0.02545036472644607,0.03201438848920863,0.08629372102823431,0.1504424778761062,0.025515249641938045,0.03160926675234299
temporal,validation,hybrid,conservative_relevance_grade,1,139,113,26,0.02158273381294964,0.0,0.0,0.0,0.0,0.033573141486810544,0.01327433628318584,0.017699115044247787,0.0058997050147492625,0.0071378194370153025,0.03597122302158273,0.033343868520859674,0.05309734513274336,0.013421828908554572,0.016309923967196174,0.035251798561151085,0.06822587442056469,0.12389380530973451,0.023507515100435455,0.027151174480129842,0.03201438848920863,0.08629372102823431,0.1504424778761062,0.025515249641938045,0.033113659422824904
temporal,validation,hybrid,event_hierarchy_relevance_grade,1,139,113,26,0.02158273381294964,0.0,0.0,0.0,0.0,0.033573141486810544,0.01327433628318584,0.017699115044247787,0.0058997050147492625,0.0071378194370153025,0.03597122302158273,0.033343868520859674,0.05309734513274336,0.013421828908554572,0.01658364675545135,0.035251798561151085,0.06822587442056469,0.12389380530973451,0.023507515100435455,0.028248494812321986,0.03201438848920863,0.08629372102823431,0.1504424778761062,0.025515249641938045,0.03421097975501705
temporal,validation,hybrid,relevance_grade,2,139,101,38,0.02158273381294964,0.0,0.0,0.0,0.0,0.033573141486810544,0.009900990099009901,0.009900990099009901,0.0033003300330033,0.006313918576119736,0.03597122302158273,0.031683168316831684,0.039603960396039604,0.009240924092409241,0.016099257647940745,0.035251798561151085,0.059735973597359736,0.07920792079207921,0.01471004243281471,0.02517384040351557,0.03201438848920863,0.08399339933993401,0.12871287128712872,0.0181664407042208,0.03206449316516262
temporal,validation,repaired_bonuses_only,relevance_grade,1,139,113,26,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.022123893805309734,0.02654867256637168,0.008849557522123894,0.010068192709629144,0.03884892086330936,0.0364306784660767,0.061946902654867256,0.016814159292035398,0.0159423632886219,0.03741007194244605,0.06843657817109144,0.12389380530973451,0.024687456103385307,0.026321948777266003,0.03201438848920864,0.07831858407079646,0.1504424778761062,0.02644378276073665,0.030249925667008196
temporal,validation,repaired_bonuses_only,conservative_relevance_grade,1,139,113,26,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.022123893805309734,0.02654867256637168,0.008849557522123894,0.01156259819807725,0.03884892086330936,0.0364306784660767,0.061946902654867256,0.016814159292035398,0.017062139438744805,0.03741007194244605,0.06843657817109144,0.12389380530973451,0.024687456103385307,0.027067447119731906,0.03201438848920864,0.07831858407079646,0.1504424778761062,0.02644378276073665,0.030499367807652
temporal,validation,repaired_bonuses_only,event_hierarchy_relevance_grade,1,139,113,26,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.022123893805309734,0.02654867256637168,0.008849557522123894,0.01156259819807725,0.03884892086330936,0.0364306784660767,0.061946902654867256,0.016814159292035398,0.0174524944209291,0.03741007194244605,0.06843657817109144,0.12389380530973451,0.024687456103385307,0.02826831038639654,0.03201438848920864,0.07831858407079646,0.1504424778761062,0.02644378276073665,0.03170023107431664
temporal,validation,repaired_bonuses_only,relevance_grade,2,139,101,38,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.019801980198019802,0.019801980198019802,0.0066006600660066,0.011264413625624687,0.03884892086330936,0.034653465346534656,0.039603960396039604,0.01155115511551155,0.01783650546152747,0.03741007194244605,0.059735973597359736,0.07920792079207921,0.016607732201791608,0.026325894406389404,0.03201438848920864,0.07706270627062706,0.1188118811881188,0.01919154321447182,0.03072056161966532
temporal,validation,repaired_penalties_only,relevance_grade,1,139,113,26,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.022123893805309734,0.02654867256637168,0.008849557522123894,0.010068192709629144,0.040287769784172665,0.0364306784660767,0.061946902654867256,0.016814159292035398,0.0159423632886219,0.03597122302158273,0.06843657817109144,0.12389380530973451,0.024676920915858963,0.02610068242971572,0.0316546762589928,0.07765486725663717,0.1415929203539823,0.025880150228077565,0.029774211478330835
temporal,validation,repaired_penalties_only,conservative_relevance_grade,1,139,113,26,0.0,0.0,0.0,0.0,0.0,0.028776978417266185,0.022123893805309734,0.02654867256637168,0.008849557522123894,0.01156259819807725,0.040287769784172665,0.0364306784660767,0.061946902654867256,0.016814159292035398,0.017062139438744805,0.03597122302158273,0.06843657817109144,0.12389380530973451,0.024676920915858963,0.02684929808860701,0.0316546762589928,0.07765486725663717,0.1415929203539823,0.025880150228077565,0.0303216333601339
