protocol,split,experiment,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,repaired:all_terms_minus_context_bonus,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.055555555555555566,0.08888888888888888,0.13333333333333333,0.029629629629629627,0.04276358123092692,0.044444444444444446,0.10222222222222221,0.2,0.03355119825708061,0.04533792543674888
temporal,validation,repaired:all_terms_minus_context_bonus,relevance_grade,1,has_context,False,78,63,15,0.038461538461538464,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.042735042735042736,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.03618616290324278,0.0358974358974359,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.0359051659795396,0.03205128205128205,0.06005291005291005,0.09523809523809523,0.048500881834215165,0.04292871699744254,0.02628205128205128,0.06322751322751323,0.1111111111111111,0.04943458865027492,0.043541656094066815
temporal,validation,repaired:all_terms_minus_context_bonus,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.02,0.02,0.006666666666666666,0.01,0.02622950819672131,0.02,0.02,0.006666666666666666,0.01,0.02950819672131148,0.0325,0.06,0.012023809523809523,0.012992042263593642,0.03032786885245902,0.055,0.1,0.015175324675324675,0.019600923078869868
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_language,EN,59,47,12,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.04519774011299435,0.047872340425531915,0.06382978723404255,0.03900709219858156,0.03620244982767026,0.03389830508474577,0.047872340425531915,0.06382978723404255,0.03900709219858156,0.03601447646008172,0.023728813559322035,0.05053191489361702,0.0851063829787234,0.041371158392434985,0.037187956437570974,0.026271186440677972,0.057446808510638304,0.1276595744680851,0.04368655263523849,0.039007450727298804
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_language,ID,29,28,1,0.034482758620689655,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.034482758620689655,0.04285714285714286,0.07142857142857142,0.047619047619047616,0.03850761146442117,0.041379310344827586,0.04285714285714286,0.07142857142857142,0.047619047619047616,0.03819089511025551,0.04482758620689656,0.1142857142857143,0.14285714285714285,0.05515873015873015,0.059265710181036546,0.03620689655172414,0.1142857142857143,0.14285714285714285,0.05515873015873015,0.059265710181036546
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0130718954248366,0.0,0.0,0.0,0.0,0.023529411764705885,0.0,0.0,0.0,0.0,0.029411764705882353,0.008771929824561403,0.02631578947368421,0.0029239766081871343,0.0037224662753658874,0.025490196078431372,0.021929824561403508,0.05263157894736842,0.004948268106162843,0.00562606406945739
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.038461538461538464,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.02307692307692308,0.0,0.0,0.0,0.0,0.019230769230769232,0.005952380952380952,0.047619047619047616,0.005291005291005291,0.0026263599496188033,0.032692307692307694,0.02976190476190476,0.09523809523809523,0.008954008954008955,0.006070965481784379
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.034375,0.009615384615384616,0.07692307692307693,0.0038461538461538464,0.0036077745022983446
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.011173303000541823,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.047619047619047616,0.009906437583879173
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.09090909090909091,0.1,0.1,0.1,0.1,0.0303030303030303,0.1,0.1,0.1,0.1,0.03636363636363637,0.1,0.1,0.1,0.1,0.045454545454545456,0.2,0.2,0.11111111111111112,0.13010299956639812,0.03181818181818182,0.2,0.2,0.11111111111111112,0.13010299956639812
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.025000000000000005,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.025,0.1,0.05,0.020151514190050242,0.03333333333333333,0.025,0.1,0.05,0.01926803936238408,0.025000000000000005,0.025,0.1,0.05,0.01926803936238408,0.016666666666666666,0.025,0.1,0.05,0.01926803936238408
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.038461538461538464,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.030769230769230767,0.10526315789473684,0.10526315789473684,0.05789473684210527,0.06784551717462568,0.019230769230769232,0.10526315789473684,0.10526315789473684,0.05789473684210527,0.06784551717462568
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.02222222222222222,0.03333333333333333,0.055555555555555566,0.08888888888888888,0.13333333333333333,0.029629629629629627,0.04276358123092692,0.044444444444444446,0.10222222222222221,0.2,0.03355119825708061,0.04533792543674888
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,has_context,False,78,63,15,0.038461538461538464,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.042735042735042736,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.03618616290324278,0.0358974358974359,0.03888888888888889,0.06349206349206349,0.04497354497354497,0.0359051659795396,0.03205128205128205,0.06005291005291005,0.09523809523809523,0.048500881834215165,0.04292871699744254,0.02628205128205128,0.06322751322751323,0.1111111111111111,0.04943458865027492,0.043541656094066815
temporal,validation,repaired:all_terms_minus_context_penalty,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.02,0.02,0.006666666666666666,0.01,0.02622950819672131,0.02,0.02,0.006666666666666666,0.01,0.0278688524590164,0.0425,0.06,0.010888888888888887,0.016884367705197655,0.030327868852459017,0.055,0.1,0.013427350427350429,0.019269123399304765
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_language,EN,59,47,12,0.0,0.0,0.0,0.0,0.0,0.028248587570621465,0.026595744680851064,0.0425531914893617,0.014184397163120567,0.014036105779146798,0.04067796610169492,0.047872340425531915,0.06382978723404255,0.019503546099290777,0.023050471432603893,0.03728813559322034,0.07535460992907801,0.1276595744680851,0.027836879432624115,0.03185196925100821,0.028813559322033905,0.07801418439716312,0.1276595744680851,0.027836879432624115,0.03273947708133782
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_language,ID,29,28,1,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.022533205484694906,0.05517241379310344,0.04285714285714286,0.07142857142857142,0.024999999999999998,0.02444937207920362,0.04482758620689656,0.12142857142857143,0.17857142857142858,0.03877551020408163,0.049863718157717944,0.039655172413793106,0.14375000000000002,0.25,0.044727891156462585,0.05657152695522088
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0261437908496732,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03529411764705883,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00488507891186857,0.029411764705882356,0.017543859649122806,0.05263157894736842,0.014035087719298246,0.00483177205768705,0.03137254901960784,0.021929824561403508,0.05263157894736842,0.014035087719298246,0.007229434939956133
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.038461538461538464,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.030769230769230767,0.02976190476190476,0.09523809523809523,0.023809523809523808,0.007593337150408512,0.032692307692307694,0.03571428571428571,0.09523809523809523,0.023809523809523808,0.009579664199241458
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.034375,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.028571428571428574,0.0076646663780348566,0.028571428571428574,0.05714285714285715,0.2857142857142857,0.04897959183673469,0.020408027884774832,0.03571428571428571,0.1285714285714286,0.42857142857142855,0.060884353741496595,0.0440788515655219
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1,0.1,0.05,0.06309297535714574,0.03636363636363637,0.1,0.1,0.05,0.06309297535714574,0.045454545454545456,0.2,0.2,0.06428571428571428,0.09642630869047908,0.02727272727272727,0.2,0.2,0.06428571428571428,0.09642630869047908
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.02916666666666667,0.0,0.0,0.0,0.0
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.025,0.1,0.03333333333333333,0.015969697161989947,0.03333333333333333,0.025,0.1,0.03333333333333333,0.01526955992589897,0.016666666666666666,0.025,0.1,0.03333333333333333,0.01526955992589897,0.016666666666666666,0.025,0.1,0.03333333333333333,0.01526955992589897
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.038461538461538464,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.15789473684210525,0.15789473684210525,0.028070175438596492,0.056743665928198725,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.028070175438596492,0.056743665928198725
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.07777777777777778,0.13333333333333333,0.030000000000000002,0.031906918702420364,0.061111111111111116,0.08888888888888888,0.2,0.03833333333333333,0.038628625816935824,0.052777777777777785,0.10833333333333334,0.26666666666666666,0.04388888888888889,0.04617756382300766
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,has_context,False,78,63,15,0.0,0.0,0.0,0.0,0.0,0.034188034188034185,0.03571428571428571,0.047619047619047616,0.018518518518518517,0.020486138495100902,0.0435897435897436,0.041534391534391535,0.07936507936507936,0.02486772486772487,0.021987384760946086,0.037179487179487186,0.06322751322751323,0.12698412698412698,0.0313869992441421,0.030294725564092833,0.03205128205128205,0.0757936507936508,0.15873015873015872,0.034032501889644746,0.034722183276097704
temporal,validation,repaired:all_terms_minus_intent_bonus,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.02185792349726776,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.03934426229508197,0.03,0.04,0.011666666666666665,0.01136764668522973,0.03442622950819672,0.0725,0.1,0.019,0.023365325817354954,0.0319672131147541,0.075,0.1,0.019,0.024199583177864793
temporal,test,legacy:hybrid,relevance_grade,1,query_language,EN,70,52,18,0.02857142857142857,0.0038461538461538464,0.019230769230769232,0.019230769230769232,0.008241758241758242,0.02857142857142857,0.01346153846153846,0.038461538461538464,0.02564102564102564,0.014371565107651883,0.025714285714285714,0.016666666666666666,0.057692307692307696,0.029487179487179487,0.014027843993934088,0.030000000000000002,0.05512820512820513,0.09615384615384616,0.035096153846153846,0.026936007009929826,0.02785714285714286,0.06282051282051282,0.1346153846153846,0.037310222672064776,0.027809615509408508
temporal,test,legacy:hybrid,relevance_grade,1,query_language,ID,25,20,5,0.04,0.0,0.0,0.0,0.0,0.026666666666666665,0.0,0.0,0.0,0.0,0.04800000000000001,0.008333333333333333,0.05,0.01,0.0026826332323122,0.036000000000000004,0.008333333333333333,0.05,0.01,0.002556343669397314,0.024,0.008333333333333333,0.05,0.01,0.002556343669397314
temporal,test,legacy:hybrid,relevance_grade,1,query_language,MIXED,44,38,6,0.022727272727272728,0.0,0.0,0.0,0.0,0.04545454545454545,0.0,0.0,0.0,0.0,0.03181818181818182,0.003289473684210526,0.02631578947368421,0.005263157894736842,0.004882524929721339,0.03181818181818182,0.0222953216374269,0.07894736842105263,0.013408521303258144,0.009582907391755153,0.02727272727272728,0.025219298245614034,0.07894736842105263,0.013408521303258144,0.01071828451610263
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Comparative Treatment Choice,5,5,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Dosing / Administration,29,22,7,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.027586206896551727,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.008433452151336859,0.031034482758620686,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.007890154093655838,0.025862068965517244,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.007890154093655838
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Efficacy / Outcomes,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Guideline / Evidence Lookup,17,12,5,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Interaction / Combination,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.20370370370370372,0.3333333333333333,0.048611111111111105,0.0655968850069762,0.05000000000000001,0.25555555555555554,0.5,0.057383040935672515,0.07756518407446333
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Management / Treatment Selection,17,13,4,0.11764705882352941,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.03296703296703297,0.0980392156862745,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.022204744557032256,0.07058823529411766,0.02820512820512821,0.15384615384615385,0.0923076923076923,0.020829860102161084,0.047058823529411764,0.02820512820512821,0.15384615384615385,0.0923076923076923,0.0207954303281632,0.03529411764705882,0.04358974358974359,0.23076923076923078,0.09711538461538462,0.022084828658407274
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Mechanism / Background Knowledge,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.16666666666666666,0.2222222222222222,0.03439153439153439,0.052073093853129,0.011111111111111112,0.16666666666666666,0.2222222222222222,0.03439153439153439,0.052073093853129
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Prophylaxis / Maintenance,8,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Safety / Contraindication,19,15,4,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.03157894736842106,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0035768443097495997,0.031578947368421054,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0034084582258630857,0.023684210526315787,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0034084582258630857
temporal,test,legacy:hybrid,relevance_grade,1,query_intent,Treatment Change / Escalation,16,14,2,0.0625,0.0,0.0,0.0,0.0,0.041666666666666664,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.037500000000000006,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.037500000000000006,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.028125,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133
temporal,test,legacy:hybrid,relevance_grade,1,has_context,False,73,59,14,0.0410958904109589,0.0033898305084745766,0.01694915254237288,0.01694915254237288,0.007263922518159806,0.0365296803652968,0.011864406779661016,0.03389830508474576,0.022598870056497175,0.012666464162676236,0.03287671232876712,0.017514124293785308,0.06779661016949153,0.02937853107344633,0.013272890717471467,0.036986301369863014,0.06365348399246705,0.13559322033898305,0.0395682001614205,0.027836717436111266,0.03219178082191781,0.07231638418079096,0.1694915254237288,0.041519582855443694,0.02933793731235018
temporal,test,legacy:hybrid,relevance_grade,1,has_context,True,66,51,15,0.015151515151515152,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.03030303030303031,0.0024509803921568627,0.0196078431372549,0.00392156862745098,0.003637959751557076,0.025757575757575764,0.0024509803921568627,0.0196078431372549,0.00392156862745098,0.0034035958835378125,0.021212121212121213,0.0024509803921568627,0.0196078431372549,0.00392156862745098,0.0034035958835378125
temporal,test,legacy:intent_only,relevance_grade,1,query_language,EN,70,52,18,0.02857142857142857,0.0038461538461538464,0.019230769230769232,0.019230769230769232,0.008241758241758242,0.023809523809523808,0.01346153846153846,0.038461538461538464,0.02564102564102564,0.014371565107651883,0.02857142857142857,0.01346153846153846,0.038461538461538464,0.02564102564102564,0.01359952711991084,0.02857142857142857,0.05512820512820513,0.09615384615384616,0.03353937728937729,0.02676229823947154,0.029999999999999995,0.08205128205128205,0.1346153846153846,0.03642399267399267,0.03282598361588263
temporal,test,legacy:intent_only,relevance_grade,1,query_language,ID,25,20,5,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.008333333333333333,0.05,0.01,0.0026826332323122,0.032,0.008333333333333333,0.05,0.01,0.002556343669397314,0.026000000000000002,0.008333333333333333,0.05,0.01,0.002556343669397314
temporal,test,legacy:intent_only,relevance_grade,1,query_language,MIXED,44,38,6,0.045454545454545456,0.0,0.0,0.0,0.0,0.04545454545454545,0.0,0.0,0.0,0.0,0.040909090909090916,0.003289473684210526,0.02631578947368421,0.005263157894736842,0.004882524929721339,0.03181818181818182,0.0222953216374269,0.07894736842105263,0.013408521303258144,0.009514566349886708,0.029545454545454545,0.05529448621553885,0.13157894736842105,0.016604010025062656,0.0173705998494513
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Comparative Treatment Choice,5,5,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.030000000000000006,0.0,0.0,0.0,0.0
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Dosing / Administration,29,22,7,0.034482758620689655,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.041379310344827586,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.008433452151336859,0.031034482758620686,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.007890154093655838,0.031034482758620693,0.05113636363636364,0.09090909090909091,0.011363636363636364,0.018238801761699154
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Efficacy / Outcomes,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Guideline / Evidence Lookup,17,12,5,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.03529411764705883,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.020588235294117647,0.0,0.0,0.0,0.0
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Interaction / Combination,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05000000000000001,0.20370370370370372,0.3333333333333333,0.05158730158730159,0.06814213449974349,0.03333333333333333,0.2222222222222222,0.3333333333333333,0.05158730158730159,0.07547792487260029
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Management / Treatment Selection,17,13,4,0.11764705882352941,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.03296703296703297,0.058823529411764705,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.022204744557032256,0.047058823529411764,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.019116592606068086,0.041176470588235294,0.02820512820512821,0.15384615384615385,0.08653846153846154,0.020485625802259613,0.03529411764705882,0.05897435897435898,0.23076923076923078,0.09294871794871794,0.025509598077134748
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Mechanism / Background Knowledge,7,7,0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.16666666666666666,0.2222222222222222,0.031746031746031744,0.04953155454483024,0.01666666666666667,0.16666666666666666,0.2222222222222222,0.031746031746031744,0.04953155454483024
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Prophylaxis / Maintenance,8,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018750000000000003,0.023809523809523808,0.16666666666666666,0.011904761904761904,0.0044740470082268
temporal,test,legacy:intent_only,relevance_grade,1,query_intent,Safety / Contraindication,19,15,4,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.042105263157894736,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0035768443097495997,0.031578947368421054,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0034084582258630857,0.028947368421052635,0.01111111111111111,0.06666666666666667,0.013333333333333334,0.0034084582258630857
