protocol,split,experiment,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,legacy:hybrid,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05000000000000001,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
temporal,validation,legacy:hybrid,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.014285714285714285,0.1,0.02,0.017619576228078433,0.03333333333333333,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025,0.024999999999999998,0.1392857142857143,0.3,0.04666666666666667,0.056647747269708025
temporal,validation,legacy:hybrid,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.03076923076923077,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.02631578947368421,0.023076923076923075,0.10526315789473684,0.10526315789473684,0.02506265664160401,0.043859649122807015,0.02884615384615385,0.15789473684210525,0.15789473684210525,0.02984734563681932,0.058540856788655955
temporal,validation,legacy:hybrid,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.05555555555555555,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07777777777777778,0.075,0.13333333333333333,0.030000000000000002,0.028351378449239722,0.05555555555555555,0.0861111111111111,0.2,0.03740740740740741,0.030521882470676776,0.044444444444444446,0.09722222222222222,0.2,0.03740740740740741,0.03645457329592201
temporal,validation,legacy:hybrid,relevance_grade,1,has_context,False,78,63,15,0.01282051282051282,0.0,0.0,0.0,0.0,0.034188034188034185,0.015873015873015872,0.015873015873015872,0.005291005291005291,0.007936507936507936,0.041025641025641026,0.03599773242630385,0.06349206349206349,0.01560846560846561,0.01748359427014889,0.038461538461538464,0.08070672713529856,0.15873015873015872,0.028785588309397835,0.03168642846606274,0.03461538461538461,0.0952569916855631,0.19047619047619047,0.03094376152020262,0.03762106762239249
temporal,validation,legacy:hybrid,relevance_grade,1,has_context,True,61,50,11,0.03278688524590164,0.0,0.0,0.0,0.0,0.03278688524590164,0.01,0.02,0.006666666666666666,0.0027541155237618665,0.029508196721311476,0.03,0.04,0.010666666666666666,0.010491171668452698,0.031147540983606562,0.0525,0.08,0.016857142857142855,0.017592924414529074,0.02868852459016394,0.075,0.1,0.018675324675324675,0.02403439765608062
temporal,validation,legacy:intent_only,relevance_grade,1,query_language,EN,59,47,12,0.03389830508474576,0.0,0.0,0.0,0.0,0.03389830508474576,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.01342403731003101,0.027118644067796613,0.0425531914893617,0.0425531914893617,0.014893617021276595,0.021654948102255298,0.028813559322033902,0.05053191489361702,0.0851063829787234,0.021479229989868287,0.025268875594151398,0.03050847457627119,0.06205673758865248,0.1276595744680851,0.023982358901007212,0.028803071061901695
temporal,validation,legacy:intent_only,relevance_grade,1,query_language,ID,29,28,1,0.06896551724137931,0.0,0.0,0.0,0.0,0.057471264367816084,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.017857142857142856,0.05517241379310344,0.04285714285714286,0.07142857142857142,0.019047619047619046,0.01977330945165157,0.04137931034482759,0.12142857142857143,0.17857142857142858,0.03371598639455782,0.046597895486845176,0.037931034482758634,0.1392857142857143,0.21428571428571427,0.03559568564267812,0.05166464198205926
temporal,validation,legacy:intent_only,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.023529411764705885,0.013157894736842105,0.02631578947368421,0.008771929824561403,0.00362383621547614,0.03725490196078432,0.017543859649122806,0.05263157894736842,0.011403508771929825,0.004526432132843109,0.030392156862745098,0.031578947368421054,0.10526315789473684,0.014668249571296664,0.011133114174303089
temporal,validation,legacy:intent_only,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
temporal,validation,legacy:intent_only,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.038461538461538464,0.0,0.0,0.0,0.0,0.05128205128205128,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.038461538461538464,0.023809523809523808,0.047619047619047616,0.015873015873015872,0.006557417913718729,0.03461538461538462,0.02976190476190476,0.09523809523809523,0.022675736961451247,0.00946561088169395,0.028846153846153848,0.03571428571428571,0.09523809523809523,0.022675736961451247,0.010251515582078083
temporal,validation,legacy:intent_only,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0375,0.08333333333333333,0.3333333333333333,0.0196078431372549,0.04118036819147188
