round,stage,epoch,loss,train_macro_f1,selection_macro_f1,mean_semantic_attention,mean_sentence_tfidf_attention,mean_class_centroid_attention
0,validation_selection,44,0.011715761385858059,0.9976012071344743,0.9911845730027548,0.23326554894447327,0.30343759059906006,0.46329692006111145
0,validation_selection,45,0.0064141456969082355,0.9976012071344743,0.9911845730027548,0.22630544006824493,0.3051876127719879,0.46850696206092834
1,full_anchor_fit,1,2.3855812549591064,0.5289995883935287,0.5289995883935287,0.32962363958358765,0.3646188974380493,0.30575743317604065
1,full_anchor_fit,2,2.24161434173584,0.8879775811273567,0.8879775811273567,0.3037281334400177,0.3792499899864197,0.3170218765735626
1,full_anchor_fit,3,2.092872142791748,0.9028115341812569,0.9028115341812569,0.2660932242870331,0.39413905143737793,0.339767724275589
1,full_anchor_fit,4,1.923364520072937,0.905474140983187,0.905474140983187,0.22631433606147766,0.4064163565635681,0.3672693371772766
1,full_anchor_fit,5,1.7057008743286133,0.9068003873997713,0.9068003873997713,0.1902289092540741,0.41409504413604736,0.39567601680755615
1,full_anchor_fit,6,1.4575833082199097,0.9068003873997713,0.9068003873997713,0.1608516275882721,0.41678956151008606,0.4223588705062866
1,full_anchor_fit,7,1.1998851299285889,0.9068003873997713,0.9068003873997713,0.1379174143075943,0.4162599742412567,0.4458226263523102
1,full_anchor_fit,8,0.9481164216995239,0.9106795387124756,0.9106795387124756,0.12010963261127472,0.41358745098114014,0.46630290150642395
1,full_anchor_fit,9,0.7055267095565796,0.9106795387124756,0.9106795387124756,0.10612110793590546,0.40919652581214905,0.4846823811531067
1,full_anchor_fit,10,0.5146029591560364,0.9106795387124756,0.9106795387124756,0.09500399231910706,0.4029577970504761,0.5020381808280945
1,full_anchor_fit,11,0.3719426989555359,0.9402373827350776,0.9402373827350776,0.085890032351017,0.3953579068183899,0.5187520980834961
1,full_anchor_fit,12,0.2664200961589813,0.9447902162651839,0.9447902162651839,0.07869691401720047,0.3861933648586273,0.5351097583770752
1,full_anchor_fit,13,0.20440325140953064,0.9479554225037506,0.9479554225037506,0.07294244319200516,0.3765575587749481,0.5504999756813049
1,full_anchor_fit,14,0.16522593796253204,0.9512423709945527,0.9512423709945527,0.0684346929192543,0.3668205738067627,0.564744770526886
1,full_anchor_fit,15,0.13852912187576294,0.9512423709945527,0.9512423709945527,0.0653027668595314,0.3568683862686157,0.5778288841247559
2,full_anchor_fit,1,2.439293146133423,0.35442019131543767,0.35442019131543767,0.3203871250152588,0.36191660165786743,0.31769636273384094
2,full_anchor_fit,2,2.2620415687561035,0.6402181575190129,0.6402181575190129,0.28087466955184937,0.3782581388950348,0.34086716175079346
2,full_anchor_fit,3,2.0953683853149414,0.8535467760779205,0.8535467760779205,0.2387368530035019,0.39215055108070374,0.36911264061927795
2,full_anchor_fit,4,1.9072985649108887,0.8713305572509007,0.8713305572509007,0.19774091243743896,0.40358126163482666,0.39867785573005676
2,full_anchor_fit,5,1.6903953552246094,0.8935899334569398,0.8935899334569398,0.16128158569335938,0.41251710057258606,0.42620134353637695
2,full_anchor_fit,6,1.4629408121109009,0.9057850914688292,0.9057850914688292,0.13030163943767548,0.41869550943374634,0.4510028660297394
2,full_anchor_fit,7,1.1909825801849365,0.9107800374887595,0.9107800374887595,0.1050085574388504,0.42182061076164246,0.4731708765029907
2,full_anchor_fit,8,0.9485965967178345,0.9323619084034988,0.9323619084034988,0.08470726758241653,0.42130616307258606,0.493986576795578
2,full_anchor_fit,9,0.7338089942932129,0.9398354944346317,0.9398354944346317,0.06876179575920105,0.41647833585739136,0.51475989818573
2,full_anchor_fit,10,0.5627851486206055,0.9488450623394423,0.9488450623394423,0.056544914841651917,0.40825361013412476,0.5352015495300293
2,full_anchor_fit,11,0.4080011248588562,0.9630403978692044,0.9630403978692044,0.04712821543216705,0.39686498045921326,0.5560067892074585
2,full_anchor_fit,12,0.30394813418388367,0.9582202547452051,0.9582202547452051,0.03992082551121712,0.38369476795196533,0.576384425163269
2,full_anchor_fit,13,0.24259747564792633,0.9549215902675257,0.9549215902675257,0.034505266696214676,0.37125858664512634,0.5942361354827881
2,full_anchor_fit,14,0.17739884555339813,0.9549215902675257,0.9549215902675257,0.030617699027061462,0.3605174422264099,0.6088647842407227
2,full_anchor_fit,15,0.14645013213157654,0.9549215902675257,0.9549215902675257,0.02800852246582508,0.3520703613758087,0.619921088218689
3,full_anchor_fit,1,2.3807425498962402,0.5905018111732455,0.5905018111732455,0.38041451573371887,0.29321685433387756,0.32636865973472595
3,full_anchor_fit,2,2.2219924926757812,0.8490578657529784,0.8490578657529784,0.3463498651981354,0.3053430914878845,0.3483070135116577
3,full_anchor_fit,3,2.0526790618896484,0.8980218411882227,0.8980218411882227,0.30378350615501404,0.31984707713127136,0.3763694167137146
3,full_anchor_fit,4,1.856872320175171,0.9148936323830057,0.9148936323830057,0.26035407185554504,0.33344802260398865,0.4061979353427887
3,full_anchor_fit,5,1.6362546682357788,0.9271839585737869,0.9271839585737869,0.22239746153354645,0.34268298745155334,0.4349195063114166
3,full_anchor_fit,6,1.3829864263534546,0.9295519071626657,0.9295519071626657,0.1913045197725296,0.34710055589675903,0.46159496903419495
3,full_anchor_fit,7,1.12942636013031,0.930817884066001,0.930817884066001,0.16663134098052979,0.34692707657814026,0.48644158244132996
3,full_anchor_fit,8,0.8529649376869202,0.930817884066001,0.930817884066001,0.1475662887096405,0.3432629704475403,0.5091707110404968
3,full_anchor_fit,9,0.6534092426300049,0.9333182194270537,0.9333182194270537,0.13312190771102905,0.33759793639183044,0.5292801260948181
3,full_anchor_fit,10,0.4811723232269287,0.9333182194270537,0.9333182194270537,0.12234911322593689,0.3311478793621063,0.546502947807312
3,full_anchor_fit,11,0.3361354470252991,0.9251783044221501,0.9251783044221501,0.11465150117874146,0.32485881447792053,0.5604897141456604
3,full_anchor_fit,12,0.2664666473865509,0.959444559357307,0.959444559357307,0.10940021276473999,0.3192737400531769,0.5713260769844055
3,full_anchor_fit,13,0.21092438697814941,0.9499838210959641,0.9499838210959641,0.10578227043151855,0.31501784920692444,0.5791998505592346
3,full_anchor_fit,14,0.16690696775913239,0.9499838210959641,0.9499838210959641,0.10317898541688919,0.31217044591903687,0.5846505761146545
3,full_anchor_fit,15,0.15705831348896027,0.9547775208049181,0.9547775208049181,0.10116229206323624,0.3118162453174591,0.5870214104652405
