protocol,split,configuration,scheme,threshold,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,validation,phase12_baseline,relevance_grade,1,139,113,26,0.02158273381294964,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.03597122302158273,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024599365158445092,0.03309352517985612,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024442703156734465,0.030215827338129497,0.05117994100294985,0.07079646017699115,0.031500210703750524,0.03146380400033533,0.02877697841726619,0.07389380530973451,0.12389380530973451,0.03465105806334333,0.0377562487860975
temporal,validation,phase12_baseline,conservative_relevance_grade,1,139,113,26,0.02158273381294964,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.03597122302158273,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.023881720254278073,0.03309352517985612,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.02367021656942085,0.030215827338129497,0.05117994100294985,0.07079646017699115,0.031500210703750524,0.031054012331314385,0.02877697841726619,0.07389380530973451,0.12389380530973451,0.03465105806334333,0.03753449278961225
temporal,validation,phase12_baseline,event_hierarchy_relevance_grade,1,139,113,26,0.02158273381294964,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.03597122302158273,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024546648125704375,0.03309352517985612,0.030530973451327437,0.04424778761061947,0.028023598820058997,0.024242076282001163,0.030215827338129497,0.05117994100294985,0.07079646017699115,0.031500210703750524,0.03162587204389469,0.02877697841726619,0.07389380530973451,0.12389380530973451,0.03465105806334333,0.03857469312247562
temporal,validation,phase12_baseline,relevance_grade,2,139,101,38,0.02158273381294964,0.019801980198019802,0.019801980198019802,0.019801980198019802,0.019801980198019802,0.03597122302158273,0.034653465346534656,0.039603960396039604,0.02805280528052805,0.027522062008953418,0.03309352517985612,0.034653465346534656,0.039603960396039604,0.02805280528052805,0.027346786700108858,0.030215827338129497,0.04702970297029703,0.0594059405940594,0.030567342448530564,0.03207866312130855,0.02877697841726619,0.07178217821782178,0.0891089108910891,0.0323000157158573,0.03911872510933949
temporal,validation,selected_learned_reranker,relevance_grade,1,139,113,26,0.03597122302158273,0.01327433628318584,0.017699115044247787,0.017699115044247787,0.011799410029498525,0.04316546762589928,0.022123893805309734,0.02654867256637168,0.022123893805309734,0.016870277043784458,0.041726618705035974,0.04380530973451328,0.061946902654867256,0.02964601769911504,0.02562535202082499,0.04244604316546763,0.06490729034976822,0.13274336283185842,0.038270824554010395,0.03362857010326,0.03669064748201439,0.09108723135271808,0.19469026548672566,0.04265459996712907,0.042570174562944464
temporal,validation,selected_learned_reranker,conservative_relevance_grade,1,139,113,26,0.03597122302158273,0.01327433628318584,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.04316546762589928,0.022123893805309734,0.02654867256637168,0.022123893805309734,0.019859088020680673,0.041726618705035974,0.04380530973451328,0.061946902654867256,0.02964601769911504,0.028185551639844666,0.04244604316546763,0.06490729034976822,0.13274336283185842,0.038270824554010395,0.036340341251182635,0.03669064748201439,0.09108723135271808,0.19469026548672566,0.04265459996712907,0.045289039245554184
temporal,validation,selected_learned_reranker,event_hierarchy_relevance_grade,1,139,113,26,0.03597122302158273,0.01327433628318584,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.04316546762589928,0.022123893805309734,0.02654867256637168,0.022123893805309734,0.019859088020680673,0.041726618705035974,0.04380530973451328,0.061946902654867256,0.02964601769911504,0.028536185817268942,0.04244604316546763,0.06490729034976822,0.13274336283185842,0.038270824554010395,0.03654906113255873,0.03669064748201439,0.09108723135271808,0.19469026548672566,0.04265459996712907,0.04543567479861269
temporal,validation,selected_learned_reranker,relevance_grade,2,139,101,38,0.03597122302158273,0.009900990099009901,0.009900990099009901,0.009900990099009901,0.0132013201320132,0.04316546762589928,0.019801980198019802,0.019801980198019802,0.01485148514851485,0.01887466639552123,0.041726618705035974,0.034653465346534656,0.039603960396039604,0.01881188118811881,0.02440582396316664,0.04244604316546763,0.055115511551155114,0.0891089108910891,0.023982398239823986,0.03335991944153453,0.03669064748201439,0.08432343234323432,0.1485148514851485,0.028157759810274907,0.043363892747914176
temporal,test,phase12_baseline,relevance_grade,1,139,110,29,0.02877697841726619,0.0015151515151515152,0.00909090909090909,0.00909090909090909,0.0030303030303030303,0.026378896882494,0.00446969696969697,0.02727272727272727,0.016666666666666666,0.00584258632573745,0.031654676258992806,0.00547979797979798,0.03636363636363636,0.018484848484848482,0.005370135437757484,0.0316546762589928,0.043459595959595955,0.1,0.027662337662337663,0.018512959544995218,0.030575539568345324,0.04627344877344877,0.10909090909090909,0.02831168831168831,0.019039833829848758
temporal,test,phase12_baseline,conservative_relevance_grade,1,139,110,29,0.02877697841726619,0.0015151515151515152,0.00909090909090909,0.00909090909090909,0.0030303030303030303,0.026378896882494,0.00446969696969697,0.02727272727272727,0.016666666666666666,0.005168475779107486,0.031654676258992806,0.00547979797979798,0.03636363636363636,0.018484848484848482,0.004817297381213104,0.0316546762589928,0.043459595959595955,0.1,0.027662337662337663,0.017595984634448728,0.030575539568345324,0.04627344877344877,0.10909090909090909,0.02831168831168831,0.018293966744250587
temporal,test,phase12_baseline,event_hierarchy_relevance_grade,1,139,110,29,0.02877697841726619,0.0015151515151515152,0.00909090909090909,0.00909090909090909,0.0030303030303030303,0.026378896882494,0.00446969696969697,0.02727272727272727,0.016666666666666666,0.006843258487410804,0.031654676258992806,0.00547979797979798,0.03636363636363636,0.018484848484848482,0.006257120852496924,0.0316546762589928,0.043459595959595955,0.1,0.027662337662337663,0.01871877088991228,0.030575539568345324,0.04627344877344877,0.10909090909090909,0.02831168831168831,0.019534920296046785
